,Category,Message
4171,0,mmmmmm i love youso much ahmad i cant wait for this year to begin as every second takes me closer to being at your side happy new year my love
4172,0,pls whats the full name of jokes school cos fees in university of florida seem to actually be ltgt k pls holla back
4173,0,sorry ill call later
4174,0,ok but they said ive got wisdom teeth hidden inside n mayb need remove
4175,0,and pls pls drink plenty plenty water
4176,0,how are you doing hows the queen are you going for the royal wedding
4177,0,hes in lag thats just the sad part but we keep in touch thanks to skype
4178,0,ok lor then we go tog lor
4179,0,two teams waiting for some players
4180,0,can ü send me a copy of da report
4181,0,swhrt how u deyhope ur ok tot about u daylove n misstake care
4182,0,ok da i already planned i wil pick you
4183,1,urgent please call your abta complimentary spanish holiday or £ cash await collection sae tcs box po ez ppm
4184,0,sorry ill call later in meeting
4185,0,i just really need shit before tomorrow and i know you wont be awake before like
4186,0,im good have you registered to vote
4187,0,hmm ok ill stay for like an hour cos my eye is really sore
4188,0,dear got bus directly to calicut
4189,0,mm umma ask vava also to come tell him can play later together
4190,0,well the general price is ltgt oz let me know ifwhenhow much you want
4191,0,sorry ill call later
4192,0,each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning
4193,0,ltgt w jetton ave if you forgot
4194,0,ok im coming home now
4195,0,can not use foreign stamps in this country
4196,1,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or calloptoutndx
4197,0,sorry its a lot of friendofafriend stuff im just now about to talk to the actual guy who wants to buy
4198,1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normptone
4199,1,want to funk up ur fone with a weekly new tone reply tonesu this text the original n best tones gbp network operator rates apply
4200,1,cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost £ cancel send stop
4201,0,i will come tomorrow di
4202,0,wylie update my weed dealer carlos went to freedom and had a class with lunsford
4203,0,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss
4204,0,c movie is juz last minute decision mah juz watch lar but i tot ü not interested
4205,0,how are you enjoying this semester take care brother
4206,1,important information orange user xxxxxx today is ur lucky day find out why log onto theres a fantastic prizeawaiting you
4207,0,get the door im here
4208,0,lets use it next week princess
4209,0,or i go home first lar ü wait me lor i put down my stuff first
4210,0,i want kfc its tuesday only buy meals only no gravy only mark
4211,0,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental
4212,0,oi when you gonna ring
4213,1,missed call alert these numbers called but left no message
4214,0,i attended but nothing is there
4215,0,ard like dat lor we juz meet in mrt station then ü dun haf to come out
4216,0,no dear i was sleeping p
4217,0,er mw im filled tuth is aight
4218,0,will be office around pm now i am going hospital
4219,0,actually im waiting for weeks when they start putting ad
4220,0,anything lor if they all go then i go lor
4221,0,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy
4222,0,plz note if anyone calling from a mobile co amp asks u to type ltgt or ltgt do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
4223,0,yo you around a friend of mines lookin to pick up later tonight
4224,0,stupid auto correct on my phone
4225,0,double eviction this week spiral and michael and good riddance to them
4226,0,the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night
4227,0,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday
4228,0,buy one egg for me daplease
4229,0,have you started in skye
4230,0,have you bookedthe hut and also your time off how are you by the way
4231,0,and several to you sir
4232,0,u really pig leh sleep so much my dad wake me up at smth eat lunch today
4233,0,im at home please call
4234,0,my love i hope your not doing anything drastic dont you dare sell your pc or your phone
4235,0,now only i reached home i am very tired now i will come tomorro
4236,1,freemsg our records indicate you may be entitled to pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
4237,1,u can win £ of music gift vouchers every week starting now txt the word draw to tscs skillgame winaweek age ppermesssubscription
4238,0,life style garments account no please
4239,0,lol wtf random btw is that your lunch break
4240,0,sez hows u de arab boy hope u r all good give my love evry love ya eshxxxxxxxxxxx
4241,0,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugos numbers ill appreciate safe
4242,0,detroit the home of snow enjoy it
4243,1,show ur colours euro offer get an england flag lions tone on ur phone click on the following service message for info
4244,0,okie
4245,0,aight im chillin in a friends room so text me when youre on the way
4246,0,is toshiba portege m gd
4247,0,well welp is sort of a semiobscure internet thing
4248,1,text pass to to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones
4249,1,accordingly i repeat just text the word ok on your mobile phone and send
4250,0,loosu go to hospital de dont let it careless
4251,0,how much for an eighth
4252,0,omg joanna is freaking me out shes looked thru all my friends to find photos of me and then shes asking about stuff on my myspace which i havent even logged on in like a year
4253,0,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must
4254,0,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso
4255,0,how about clothes jewelry and trips
4256,1,block breaker now comes in deluxe format with new features and great graphics from tmobile buy for just £ by replying get bbdeluxe and take the challenge
4257,0,aah a cuddle would be lush id need lots of tea and soup before any kind of fumbling
4258,1,important information orange user today is your lucky dayfind out why log onto theres a fantastic surprise awaiting you
4259,0,i am late i will be there at
4260,0,sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish
4261,0,are you plans with your family set in stone
4262,0,pls dont forget to study
4263,0,youll never believe this but i have actually got off at taunton wow
4264,0,den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat
4265,0,she just broke down a list of reasons why nobodys in town and i cant tell if shes being sarcastic or just faggy
4266,0,ltdecimalgt m but its not a common car here so its better to buy from china or asia or if i find it less expensive ill holla
4267,0,the greatest test of courage on earth is to bear defeat without losing heartgn tc
4268,0,sorry im stil fucked after last nite went tobed at got up work at
4269,0,hey so whats the plan this sat
4270,0,beauty sleep can help ur pimples too
4271,0,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
4272,1,natalja f is inviting you to be her friend reply yes or no see her stop send stop frnd to
4273,0,where to get those
4274,0,kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park
4275,0,ball is moving a lotwill spin in last so very difficult to bat
4276,0,haiyoh maybe your hamster was jealous of million
4277,0,can you please send me my auntys number
4278,0,im glad you are following your dreams
4279,0,ive reached home finally
4280,1,urgent important information for user today is your lucky day find out why log onto there is a fantastic surprise awaiting you
4281,1,winner as a valued network customer you have been selected to receivea £ prize reward to claim call claim code kl valid hours only
4282,0,wn u r hurt by d prsn who s close u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb
4283,0,u can call now
4284,0,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend
4285,0,yes i come to nyc for audiitions and am trying to relocate
4286,0,i pocked you up there before
4287,0,congrats thats great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing
4288,0,i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care
4289,0,hey mr whats the name of that bill brison book the one about language and words
4290,0,okay good no problem and thanx
4291,0,for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please dont try and bullshit me it makes me want to listen to you less
4292,0,call me when ure done
4293,0,gwr
4294,0,you best watch what you say cause i get drunk as a motherfucker
4295,1,kit strip you have been billed p netcollex ltd po box ig oja
4296,1,hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more info
4297,1,please call immediately as there is an urgent message waiting for you
4298,1,thesmszonecom lets you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse
4299,1,well done your costa del sol holiday or £ await collection call now toclaim sae tcs pobox stockport skxh cost£pm maxmins
4300,0,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
4301,0,erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there
4302,0,are there ta jobs available let me know please cos i really need to start working
4303,0,aiyar hard type u later free then tell me then i call n scold n tell u
4304,0,yup im free
4305,0,good good billy mates all gone just been jogging again did enjoy concert
4306,0,yo come over carlos will be here soon
4307,0,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx
4308,0,i guess it is useless calling u something important
4309,0,ha ha had popped down to the loo when you helloed me hello
4310,0,he dint tell anything he is angry on me that why you told to abi
4311,1,someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu
4312,0,it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance
4313,0,i keep ten rs in my shelf buy two egg
4314,0,i wasnt well babe i have swollen glands at my throat what did you end up doing
4315,0,is ur changes da report big cos ive already made changes da previous report
4316,0,captain is in our room
4317,0,i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later
4318,0,hiya stu wot u up im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan
4319,0,si will take mokka players only
4320,0,are you still playing with gautham
4321,0,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish
4322,0,k jason says hes gonna be around so ill be up there around ltgt
4323,0,sorry i will be able to get to you see you in the morning
4324,0,aight well keep me informed
4325,0,i am not having her number sir
4326,0,am only searching for good dual sim mobile pa
4327,0,that seems unnecessarily hostile
4328,0,dude got a haircut now its breezy up there
4329,1,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm
4330,0,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths whom u care
4331,0,i thought we were doing a king of the hill thing there
4332,0,nope ill come online now
4333,0,also tell him i said happy birthday
4334,0,y bishan lei i tot ü say lavender
4335,0,boo what time u get out u were supposed to take me shopping today
4336,0,now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind recreation dis eve
4337,0,fyi im taking a quick shower be at epsilon in like ltgt min
4338,0,on a tuesday night r u real
4339,0,yes when is the appt again
4340,0,just got outta class gonna go gym
4341,0,i want to sent ltgt mesages today thats y sorry if i hurts
4342,0,ü all write or wat
4343,0,ha i wouldnt say that i just didnt read anything into way u seemed i dont like be judgementali save that for fridays in the pub
4344,0,its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best
4345,0,hidid you asked to waheeda fathima about leave
4346,0,enjoy urself tmr
4347,0,you still around i could use a halfth
4348,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on
4349,0,you give us back my id proof and ltgt rs we wont allow you to work we will come to your home within days
4350,0,ü bot notes oredi cos i juz rem i got
4351,0,yes rent is very expensive so its the way we save
4352,0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
4353,0,hows the pain deary r u smiling
4354,0,fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like hits
4355,1,important information orange user xxxxxxx today is your lucky dayfind out why log onto theres a fantastic surprise awaiting you
4356,0,sorry i cant help you on this
4357,0,great so should i send you my account number
4358,0,hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin ward cin u mrw luv jaz
4359,1,our dating service has been asked contact u by someone shy call now all will be revealed pobox m uz p
4360,0,ü only send me the contents page
4361,0,night sweet sleep well ive just been to see the exorcism of emily rose and may never sleep again hugs and snogs
4362,0,dont think about what u have got think about how to use it that you have got good ni
4363,0,i cant right this second gotta hit people up first
4364,0,evry emotion dsnt hav wordsevry wish dsnt hav prayrs if u smiled world is wit uothrwise even d drop of tear dsnt lik stay wit uso b happy good morning keep smiling
4365,0,so what about you what do you remember
4366,0,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop
4367,0,mm yes dear look how i am hugging you both p
4368,0,i like dis sweater fr mango but no more my size already so irritating
4369,0,i dont have her number and its gonna be a massive pain in the ass and id rather not get involved if thats possible
4370,0,anytime lor
4371,1,do you want a new video handset any time any network mins unlimited text camcorder reply or call now for del sat am
4372,0,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng
4373,1,ur balance is now £ next question complete the landmark big a bob b barry or c ben text a b or c to good luck
4374,0,me fineabsolutly fine
4375,0,k and youre sure i dont have to have consent forms to do it v
4376,1,ur tonexs subscription has been renewed and you have been charged £ you can choose more polys this month billing msg
4377,1,if you dont your prize will go to another customer tc at pmin polo ltd suite london wj hl please call back if busy
4378,0,how much is torch in ja
4379,0,doing nothing then u not having dinner w us
4380,0,how are you just checking up on you
4381,0,done it but internet connection v slow and can‘t send it will try again later or first thing tomo
4382,0,mathews or tait or edwards or anderson
4383,0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke
4384,0,no need lar i go engin cos my sis at arts today
4385,0,thanks honey but still havent heard anything i will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there
4386,1,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call
4387,0,im on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers
4388,0,sim watching it in live
4389,0,see you then were all christmassy here
4390,0,k im ready ltgt
4391,0,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
4392,0,the greatest test of courage on earth is to bear defeat without losing heartgn tc
4393,0,what are your new years plans
4394,1,recpt you have ordered a ringtone your order is being processed
4395,0,baaaaaaaabe wake up i miss you i crave you i need you
4396,0,only just got this message not ignoring you yes i was shopping that is
4397,0,dear why you mood off i cant drive so i brother to drive
4398,0,when did dad get back
4399,0,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand
4400,0,yes just finished watching days of our lives i love it
4401,0,juz go google n search qet
4402,0,many times we lose our best ones bcoz we are
4403,0,good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni
4404,0,just getting back home
4405,0,sorry ill call later ltgt mins
4406,0,dun need to use dial up juz open da browser n surf
4407,1,as one of our registered subscribers u can enter the draw a gb gift voucher by replying with enter to unsubscribe text stop
4408,0,awesome plan to get here any time after like ltgt ill text you details in a wee bit
4409,0,take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life
4410,1,for your chance to win a free bluetooth headset then simply reply back with adp
4411,0,you also didnt get na hi hi hi hi hi
4412,0,ya but it cant display internal subs so i gotta extract them
4413,0,if i said anything wrong sorry de
4414,0,sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish
4415,0,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed
4416,0,yeah i should be able to ill text you when im ready to meet up
4417,0,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night
4418,0,says that hes quitting at leasttimes a day so i wudnt take much notice of that nah she didnt mind are you gonna see him again do you want to come to taunton tonight u can tell me all about
4419,0,when you get free call me
4420,0,how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already …
4421,0,ok i msg u b i leave my house
4422,0,still at west coast haiz üll take forever to come back
4423,0,mmm fuck merry christmas to me
4424,0,alright thanks for the advice enjoy your night out ima try to get some sleep
4425,0,update your face book status frequently
4426,0,just now saw your messageit k da
4427,0,was it something u ate
4428,0,so what did the bank say about the money
4429,0,aiyar dun disturb u liao thk u have lots do aft ur cupboard come
4430,0,hey they r not watching movie tonight so ill prob b home early
4431,0,yar lor how u noe u used dat route too
4432,0,mro i am not coming to gym machan goodnight
4433,0,dont think you need yellow card for uk travel ask someone that has gone before if you do its just ltgt bucks
4434,0,can u look me in da lib i got stuff havent finish yet
4435,0,sounds great im going to sleep now have a good night
4436,1,dont b floppy b snappy happy only gay chat service with photo upload call pmin stop our texts call
4437,0,housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand
4438,0,how come u got nothing to do
4439,0,nothing will ever be easy but dont be looking for a reason not to take a risk on life and love
4440,0,i want to grasp your pretty booty
4441,0,ive got it down to a tea not sure which flavour
4442,0,im going orchard now laready me reaching soon u reaching
4443,0,dear i am not denying your words please
4444,0,you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at pm
4445,0,come back to tampa ffffuuuuuuu
4446,0,celebrate my bday y else
4447,0,merry christmas to u too annie
4448,0,please tell me you have some of that special stock you were talking about
4449,0,i sent them do you like
4450,1,urgent ur awarded a complimentary trip to eurodisinc trav acoentry or £ to claim txt dis to £morefrmmob shracomorsglsuplt ls aj
4451,0,awesome be there in a minute
4452,0,and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do its not that you dont know why im upsetits that you dont listen when i tell you what is going to upset me then you want to be surprised when im mad
4453,0,ive told you everything will stop just dont let her get dehydrated
4454,0,or i guess ltgt min
4455,0,im home ard wat time will u reach
4456,0,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person bt not his girlfrnd g o o d n i g h t
4457,0,if you want to mapquest it or something look up usf dogwood drive thats the tiny street where the parking lot is
4458,0,aight should i just plan to come up later tonight
4459,0,die i accidentally deleted e msg i suppose put in e sim archive haiz i so sad
4460,1,welcome to ukmobiledate this msg is free giving you free calling to future mgs billed at p daily to cancel send go stop to
4461,0,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry
4462,0,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha
4463,0,sorry i flaked last night shits seriously goin down with my roommate what you up to tonight
4464,0,he said i look pretty wif long hair wat but i thk hes cutting quite short me leh
4465,0,ranjith cal drpd deeraj and deepak min hold
4466,0,cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x
4467,0,hey u still at the gym
4468,0,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a caken my wife
4469,0,much better now thanks lol
4470,0,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan meet them xy ask me bring u along our next meeting
4471,0,lemme know when i can swing by and pick up im free basically any time after all this semester
4472,0,wa u so efficient gee thanx
4473,1,you have received your mobile content enjoy
4474,0,s but not able to sleep
4475,1,want explicit sex in secs ring now costs pmin
4476,0,we will meet soon princess ttyl
4477,0,ill pick you up at about pm to go to taunton if you still want to come
4478,0,oh only outside players allowed to play know
4479,0,i anything lor
4480,0,erutupalam thandiyachu
4481,0,y cant u try new invention to flyim not joking
4482,0,noits ful of song lyrics
4483,0,what do u reckon as need arrange transport if u cant do it thanks
4484,0,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it
4485,0,shopping eh ger i toking abt syd lehhaha
4486,0,what not under standing
4487,0,have good weekend
4488,0,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
4489,0,call me when you get the chance plz lt
4490,0,the new deus ex game comin early next yr
4491,0,my computer just fried the only essential part we dont keep spares of because my fucking idiot roommates looovvve leaving the thing running on full ltgt
4492,0,my friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen for ages yeah we should get together sometime
4493,0,probably a couple hours tops
4494,0,lol grins im not babe but thanks for thinking of me
4495,0,man this bus is so so so slow i think youre gonna get there before me
4496,0,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day
4497,0,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
4498,0,ok
4499,1,latest nokia mobile or ipod mp player £ proze guaranteed reply with win to now norcorp ltd£mtmsgrcvd
4500,1,sms services for your inclusive text credits pls goto login qxj unsubscribe with stop no extra charge help comuk cm ae
4501,0,nvm take ur time
4502,0,so wats da decision
4503,0,wot is u up then bitch
4504,0,stupidits not possible
4505,0,she told to hr that he want posting in chennaibecause im working here
4506,1,mobile club choose any of the top quality items for your mobile cfcaa
4507,0,when are you guys leaving
4508,0,he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin lunch tmr a not neva hear fr them lei ü got a lot of work ar
4509,0,not able to do anything
4510,0,ü takin linear algebra today
4511,0,this weekend is fine an excuse not to do too much decorating
4512,0,sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too teasing kiss
4513,0,now project pa after that only i can come
4514,1,money i have won wining number wot do i do next
4515,0,sure whenever you show the fuck up gt
4516,0,that was random saw my old roomate on campus he graduated
4517,1,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm
4518,0,men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife
4519,0,that sucks so what do you got planned for your yo valentine i am your yo valentine arent i
4520,0,just got part nottingham hrs miles good thing i love my man so much but only doing mph hey ho
4521,0,what to think no one saying clearly ok leave no need to ask her i will go if she come or not
4522,0,hi good mornin thanku wish u d same
4523,0,do u want meet up morro
4524,0,actually i decided i was too hungry so i havent left yet v
4525,0,ive sent ü my part
4526,0,cos i was out shopping wif darren jus now n i called him ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor
4527,1,i want some cock my hubbys away i need a real man satisfy me txt wife to for no strings action txt stop end txt rec £ea otbox la ws
4528,0,understand his loss is my gain so do you work school
4529,0,how are u i have missed u i havent been up much a bit bored with the holiday want go bak college sad isnt itxx
4530,0,hiya probably coming home weekend after next
4531,0,dont forget though that i love you and i walk beside you watching over you and keeping your heart warm
4532,0,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly
4533,0,ok both our days so what are you making for dinner tonite am i invited
4534,1,gr new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone details text horny to to cancel send stop to
4535,0,i have no money steve mate
4536,0,im late tellmiss im on my way
4537,0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
4538,0,normally i use to drink more water daily
4539,0,dare i ask any luck with sorting out the car
4540,0,partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more
4541,0,urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word
4542,0,hiya how was last night ive been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet
4543,1,freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chatim win utxt rply chat to hlp msgp rcv
4544,0,ive been trying to reach him without success
4545,0,when you and derek done with class
4546,0,never y lei i v lazy got wat dat day ü send me da url cant work one
4547,0,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl
4548,0,hey mate spoke to the mag people we‘re on the is deliver by the end of the month deliver on the th sept talk later
4549,0,hope you are having a good week just checking in
4550,0,haha my friend tyler literally just asked if you could get him a dubsack
4551,0,hey do u fancy meetin me at at cha  hav a lil beverage on me if not txt or ring me and we can meet up lr quite tired got in at vpist love pete x x x
4552,0,great have a safe trip dont panic surrender all
4553,0,symptoms when u are in love u like listening songs u get stopped where u see the name of your beloved u wont get angry when your
4554,0,sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor
4555,0,try to do something dear you read something for exams
4556,0,wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear
4557,0,gettin rdy to ship comp
4558,0,i am in hospital da i will return home in evening
4559,0,piss is talking is someone that realise u that point this at is itnow read it backwards
4560,0,think da you wil do
4561,0,im awake oh whats up
4562,0,good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe
4563,0,how much u trying to get
4564,0,come around ltdecimalgt pm vikkyim otside nw il come by tht time
4565,0,tell me again what your address is
4566,0,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
4567,0,should i buy him a blackberry bold or torch should i buy him new or used let me know plus are you saying i should buy the ltgt g wifi ipad and what are you saying about the about the ltgt g
4568,0,but you were together so you should be thinkin about him
4569,0,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me
4570,0,at what time should i come tomorrow
4571,1,wanna have a laugh try chitchat on your mobile now logon by txting the word chat and send it to no cm po box london wa zf pmsg rcvd
4572,0,cha quiteamuzing thatscool babeprobpop in cu satthen hunny brekkie love jen xxx psxtra lrg portions me please
4573,0,omg how did u know what i ate
4574,1,urgent this is the nd attempt to contact uu have won £call b tcsbcmwcnxxcallcostppmmobilesvary max£
4575,0,but your not here
4576,0,not directly behind abt rows behind ü
4577,1,congratulations ur awarded of cd vouchers or gift guaranteed free entry wkly draw txt music to
4578,1,had your contract mobile mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records
4579,1,urgent call from your landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm
4580,0,no plans yet what are you doing
4581,0,hi my engagement has been fixd on ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
4582,0,not course only maths one day one chapter with in one month we can finish
4583,0,wow didnt think it was that common i take it all back ur not a freak unless u chop it off
4584,1,for ur chance to win a £ wkly shopping spree txt shop to tscs custcare xpwk
4585,0,noooooooo please last thing i need is stress for once in your life be fair
4586,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsmsppm
4587,1,mila age blonde new in uk i look sex with uk guys if u like fun with me text mtalk to pptxt st free £ increments help
4588,0,ill see if i can swing by in a bit got some things to take care of here firsg
4589,0,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person ill make a trip to ptbo for that i hope everything is good with you babe and i love ya
4590,0,have you not finished work yet or something
4591,0,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow
4592,1,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now optout txt eng stop box wwx £
4593,0,right it wasnt you who phoned it was someone with a number like yours
4594,0,its ok i wun b angry msg u aft i come home tonight
4595,0,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon
4596,0,yo sorry was in the shower sup
4597,0,carlos is down but i have to pick it up from him so ill swing by usf in a little bit
4598,0,full heat pa i have applyed oil pa
4599,0,im stuck in da middle of da row on da right hand side of da lt
4600,0,have you laid your airtel line to rest
4601,0,hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing
4602,1,freemsg txt call to no claim your reward of hours talk time to use from your phone now subscribegbpmnth inc hrs stoptxtstop
4603,0,hey j r u feeling any better hopeso hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx
4604,0,and i dont plan on staying the night but i prolly wont be back til late
4605,0,thanx puttin da fone down on me
4606,0,i need an th but im off campus atm could i pick up in an hour or two
4607,0,oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up
4608,0,been running but only managed minutes and then needed oxygen might have to resort to the roller option
4609,0,we live in the next ltgt mins
4610,0,y de asking like this
4611,0,just glad to be talking to you
4612,0,wat time ü finish
4613,0,sorry da i gone mad so many pending works what to do
4614,0,how much you got for cleaning
4615,0,hows my favourite person today r u workin hard couldnt sleep again last nite nearly rang u at
4616,1,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to b
4617,0,ü called dad oredi
4618,0,good do you think you could send me some pix i would love to see your top and bottom
4619,0,nvm im going to wear my sport shoes anyway im going to be late leh
4620,0,sorry ill call later in meeting
4621,0,this is a long fuckin showr
